"MajorGroup","MinorGroup","BroadGroup","DetailedOccupation","LEV1","LEV2","LEV3","LEV4"
"SOC-37-0000","SOC-37-1000","SOC-37-1010","SOC-37-1012","Building and Grounds Cleaning and Maintenance Occupations","Supervisors of Building and Grounds Cleaning and Maintenance Workers","First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
"SOC-37-0000","SOC-37-1000","SOC-37-1010","SOC-37-1011","Building and Grounds Cleaning and Maintenance Occupations","Supervisors of Building and Grounds Cleaning and Maintenance Workers","First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers","First-Line Supervisors of Housekeeping and Janitorial Workers"
"SOC-37-0000","SOC-37-2000","SOC-37-2010","SOC-37-2011","Building and Grounds Cleaning and Maintenance Occupations","Building Cleaning and Pest Control Workers","Building Cleaning Workers","Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
"SOC-37-0000","SOC-37-2000","SOC-37-2010","SOC-37-2019","Building and Grounds Cleaning and Maintenance Occupations","Building Cleaning and Pest Control Workers","Building Cleaning Workers","Building Cleaning Workers, All Other"
"SOC-37-0000","SOC-37-2000","SOC-37-2010","SOC-37-2012","Building and Grounds Cleaning and Maintenance Occupations","Building Cleaning and Pest Control Workers","Building Cleaning Workers","Maids and Housekeeping Cleaners"
"SOC-37-0000","SOC-37-2000","SOC-37-2020","SOC-37-2021","Building and Grounds Cleaning and Maintenance Occupations","Building Cleaning and Pest Control Workers","Pest Control Workers","Pest Control Workers"
"SOC-37-0000","SOC-37-3000","SOC-37-3010","SOC-37-3019","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers","Grounds Maintenance Workers","Grounds Maintenance Workers, All Other"
"SOC-37-0000","SOC-37-3000","SOC-37-3010","SOC-37-3011","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers","Grounds Maintenance Workers","Landscaping and Groundskeeping Workers"
"SOC-37-0000","SOC-37-3000","SOC-37-3010","SOC-37-3013","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers","Grounds Maintenance Workers","Tree Trimmers and Pruners"
"SOC-37-0000","SOC-37-3000","SOC-37-3010","SOC-37-3012","Building and Grounds Cleaning and Maintenance Occupations","Grounds Maintenance Workers","Grounds Maintenance Workers","Pesticide Handlers, Sprayers, and Applicators, Vegetation"
"SOC-39-0000","SOC-39-1000","SOC-39-1010","SOC-39-1013","Personal Care and Service Occupations","Supervisors of Personal Care and Service Workers","First-Line Supervisors of Entertainment and Recreation Workers","First-Line Supervisors of Gambling Services Workers"
"SOC-39-0000","SOC-39-1000","SOC-39-1010","SOC-39-1014","Personal Care and Service Occupations","Supervisors of Personal Care and Service Workers","First-Line Supervisors of Entertainment and Recreation Workers","First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
"SOC-39-0000","SOC-39-1000","SOC-39-1020","SOC-39-1022","Personal Care and Service Occupations","Supervisors of Personal Care and Service Workers","First-Line Supervisors of Personal Service Workers","First-Line Supervisors of Personal Service Workers"
"SOC-39-0000","SOC-39-2000","SOC-39-2010","SOC-39-2011","Personal Care and Service Occupations","Animal Care and Service Workers","Animal Trainers","Animal Trainers"
"SOC-39-0000","SOC-39-2000","SOC-39-2020","SOC-39-2021","Personal Care and Service Occupations","Animal Care and Service Workers","Animal Caretakers","Animal Caretakers"
"SOC-39-0000","SOC-39-3000","SOC-39-3010","SOC-39-3012","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Gambling Services Workers","Gambling and Sports Book Writers and Runners"
"SOC-39-0000","SOC-39-3000","SOC-39-3010","SOC-39-3011","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Gambling Services Workers","Gambling Dealers"
"SOC-39-0000","SOC-39-3000","SOC-39-3010","SOC-39-3019","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Gambling Services Workers","Gambling Service Workers, All Other"
"SOC-39-0000","SOC-39-3000","SOC-39-3020","SOC-39-3021","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Motion Picture Projectionists","Motion Picture Projectionists"
"SOC-39-0000","SOC-39-3000","SOC-39-3030","SOC-39-3031","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Ushers, Lobby Attendants, and Ticket Takers","Ushers, Lobby Attendants, and Ticket Takers"
"SOC-39-0000","SOC-39-3000","SOC-39-3090","SOC-39-3091","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Amusement and Recreation Attendants"
"SOC-39-0000","SOC-39-3000","SOC-39-3090","SOC-39-3093","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Locker Room, Coatroom, and Dressing Room Attendants"
"SOC-39-0000","SOC-39-3000","SOC-39-3090","SOC-39-3099","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Entertainment Attendants and Related Workers, All Other"
"SOC-39-0000","SOC-39-3000","SOC-39-3090","SOC-39-3092","Personal Care and Service Occupations","Entertainment Attendants and Related Workers","Miscellaneous Entertainment Attendants and Related Workers","Costume Attendants"
"SOC-39-0000","SOC-39-4000","SOC-39-4010","SOC-39-4011","Personal Care and Service Occupations","Funeral Service Workers","Embalmers and Crematory Operators","Embalmers"
"SOC-39-0000","SOC-39-4000","SOC-39-4010","SOC-39-4012","Personal Care and Service Occupations","Funeral Service Workers","Embalmers and Crematory Operators","Crematory Operators"
"SOC-39-0000","SOC-39-4000","SOC-39-4020","SOC-39-4021","Personal Care and Service Occupations","Funeral Service Workers","Funeral Attendants","Funeral Attendants"
"SOC-39-0000","SOC-39-4000","SOC-39-4030","SOC-39-4031","Personal Care and Service Occupations","Funeral Service Workers","Morticians, Undertakers, and Funeral Arrangers","Morticians, Undertakers, and Funeral Arrangers"
"SOC-39-0000","SOC-39-5000","SOC-39-5010","SOC-39-5012","Personal Care and Service Occupations","Personal Appearance Workers","Barbers, Hairdressers, Hairstylists and Cosmetologists","Hairdressers, Hairstylists, and Cosmetologists"
"SOC-39-0000","SOC-39-5000","SOC-39-5010","SOC-39-5011","Personal Care and Service Occupations","Personal Appearance Workers","Barbers, Hairdressers, Hairstylists and Cosmetologists","Barbers"
"SOC-39-0000","SOC-39-5000","SOC-39-5090","SOC-39-5091","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Makeup Artists, Theatrical and Performance"
"SOC-39-0000","SOC-39-5000","SOC-39-5090","SOC-39-5093","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Shampooers"
"SOC-39-0000","SOC-39-5000","SOC-39-5090","SOC-39-5092","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Manicurists and Pedicurists"
"SOC-39-0000","SOC-39-5000","SOC-39-5090","SOC-39-5094","Personal Care and Service Occupations","Personal Appearance Workers","Miscellaneous Personal Appearance Workers","Skincare Specialists"
"SOC-39-0000","SOC-39-6000","SOC-39-6010","SOC-39-6011","Personal Care and Service Occupations","Baggage Porters, Bellhops, and Concierges","Baggage Porters, Bellhops, and Concierges","Baggage Porters and Bellhops"
"SOC-39-0000","SOC-39-6000","SOC-39-6010","SOC-39-6012","Personal Care and Service Occupations","Baggage Porters, Bellhops, and Concierges","Baggage Porters, Bellhops, and Concierges","Concierges"
"SOC-39-0000","SOC-39-7000","SOC-39-7010","SOC-39-7011","Personal Care and Service Occupations","Tour and Travel Guides","Tour and Travel Guides","Tour Guides and Escorts"
"SOC-39-0000","SOC-39-7000","SOC-39-7010","SOC-39-7012","Personal Care and Service Occupations","Tour and Travel Guides","Tour and Travel Guides","Travel Guides"
"SOC-39-0000","SOC-39-9000","SOC-39-9010","SOC-39-9011","Personal Care and Service Occupations","Other Personal Care and Service Workers","Childcare Workers","Childcare Workers"
"SOC-39-0000","SOC-39-9000","SOC-39-9030","SOC-39-9032","Personal Care and Service Occupations","Other Personal Care and Service Workers","Recreation and Fitness Workers","Recreation Workers"
"SOC-39-0000","SOC-39-9000","SOC-39-9030","SOC-39-9031","Personal Care and Service Occupations","Other Personal Care and Service Workers","Recreation and Fitness Workers","Exercise Trainers and Group Fitness Instructors"
"SOC-39-0000","SOC-39-9000","SOC-39-9040","SOC-39-9041","Personal Care and Service Occupations","Other Personal Care and Service Workers","Residential Advisors","Residential Advisors"
"SOC-39-0000","SOC-39-9000","SOC-39-9090","SOC-39-9099","Personal Care and Service Occupations","Other Personal Care and Service Workers","Miscellaneous Personal Care and Service Workers","Personal Care and Service Workers, All Other"
"SOC-41-0000","SOC-41-1000","SOC-41-1010","SOC-41-1012","Sales and Related Occupations","Supervisors of Sales Workers","First-Line Supervisors of Sales Workers","First-Line Supervisors of Non-Retail Sales Workers"
"SOC-41-0000","SOC-41-1000","SOC-41-1010","SOC-41-1011","Sales and Related Occupations","Supervisors of Sales Workers","First-Line Supervisors of Sales Workers","First-Line Supervisors of Retail Sales Workers"
"SOC-41-0000","SOC-41-2000","SOC-41-2010","SOC-41-2012","Sales and Related Occupations","Retail Sales Workers","Cashiers","Gambling Change Persons and Booth Cashiers"
"SOC-41-0000","SOC-41-2000","SOC-41-2010","SOC-41-2011","Sales and Related Occupations","Retail Sales Workers","Cashiers","Cashiers"
"SOC-41-0000","SOC-41-2000","SOC-41-2020","SOC-41-2022","Sales and Related Occupations","Retail Sales Workers","Counter and Rental Clerks and Parts Salespersons","Parts Salespersons"
"SOC-41-0000","SOC-41-2000","SOC-41-2020","SOC-41-2021","Sales and Related Occupations","Retail Sales Workers","Counter and Rental Clerks and Parts Salespersons","Counter and Rental Clerks"
"SOC-41-0000","SOC-41-2000","SOC-41-2030","SOC-41-2031","Sales and Related Occupations","Retail Sales Workers","Retail Salespersons","Retail Salespersons"
"SOC-41-0000","SOC-41-3000","SOC-41-3010","SOC-41-3011","Sales and Related Occupations","Sales Representatives, Services","Advertising Sales Agents","Advertising Sales Agents"
"SOC-41-0000","SOC-41-3000","SOC-41-3020","SOC-41-3021","Sales and Related Occupations","Sales Representatives, Services","Insurance Sales Agents","Insurance Sales Agents"
"SOC-41-0000","SOC-41-3000","SOC-41-3030","SOC-41-3031","Sales and Related Occupations","Sales Representatives, Services","Securities, Commodities, and Financial Services Sales Agents","Securities, Commodities, and Financial Services Sales Agents"
"SOC-41-0000","SOC-41-3000","SOC-41-3040","SOC-41-3041","Sales and Related Occupations","Sales Representatives, Services","Travel Agents","Travel Agents"
"SOC-41-0000","SOC-41-3000","SOC-41-3090","SOC-41-3091","Sales and Related Occupations","Sales Representatives, Services","Miscellaneous Sales Representatives, Services","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
"SOC-41-0000","SOC-41-4000","SOC-41-4010","SOC-41-4011","Sales and Related Occupations","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
"SOC-41-0000","SOC-41-4000","SOC-41-4010","SOC-41-4012","Sales and Related Occupations","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing","Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
"SOC-41-0000","SOC-41-9000","SOC-41-9010","SOC-41-9011","Sales and Related Occupations","Other Sales and Related Workers","Models, Demonstrators, and Product Promoters","Demonstrators and Product Promoters"
"SOC-41-0000","SOC-41-9000","SOC-41-9010","SOC-41-9012","Sales and Related Occupations","Other Sales and Related Workers","Models, Demonstrators, and Product Promoters","Models"
"SOC-41-0000","SOC-41-9000","SOC-41-9020","SOC-41-9021","Sales and Related Occupations","Other Sales and Related Workers","Real Estate Brokers and Sales Agents","Real Estate Brokers"
"SOC-41-0000","SOC-41-9000","SOC-41-9020","SOC-41-9022","Sales and Related Occupations","Other Sales and Related Workers","Real Estate Brokers and Sales Agents","Real Estate Sales Agents"
"SOC-41-0000","SOC-41-9000","SOC-41-9030","SOC-41-9031","Sales and Related Occupations","Other Sales and Related Workers","Sales Engineers","Sales Engineers"
"SOC-41-0000","SOC-41-9000","SOC-41-9040","SOC-41-9041","Sales and Related Occupations","Other Sales and Related Workers","Telemarketers","Telemarketers"
"SOC-41-0000","SOC-41-9000","SOC-41-9090","SOC-41-9091","Sales and Related Occupations","Other Sales and Related Workers","Miscellaneous Sales and Related Workers","Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
"SOC-41-0000","SOC-41-9000","SOC-41-9090","SOC-41-9099","Sales and Related Occupations","Other Sales and Related Workers","Miscellaneous Sales and Related Workers","Sales and Related Workers, All Other"
"SOC-43-0000","SOC-43-1000","SOC-43-1010","SOC-43-1011","Office and Administrative Support Occupations","Supervisors of Office and Administrative Support Workers","First-Line Supervisors of Office and Administrative Support Workers","First-Line Supervisors of Office and Administrative Support Workers"
"SOC-43-0000","SOC-43-2000","SOC-43-2010","SOC-43-2011","Office and Administrative Support Occupations","Communications Equipment Operators","Switchboard Operators, Including Answering Service","Switchboard Operators, Including Answering Service"
"SOC-43-0000","SOC-43-2000","SOC-43-2020","SOC-43-2021","Office and Administrative Support Occupations","Communications Equipment Operators","Telephone Operators","Telephone Operators"
"SOC-43-0000","SOC-43-2000","SOC-43-2090","SOC-43-2099","Office and Administrative Support Occupations","Communications Equipment Operators","Miscellaneous Communications Equipment Operators","Communications Equipment Operators, All Other"
"SOC-43-0000","SOC-43-3000","SOC-43-3010","SOC-43-3011","Office and Administrative Support Occupations","Financial Clerks","Bill and Account Collectors","Bill and Account Collectors"
"SOC-43-0000","SOC-43-3000","SOC-43-3020","SOC-43-3021","Office and Administrative Support Occupations","Financial Clerks","Billing and Posting Clerks","Billing and Posting Clerks"
"SOC-43-0000","SOC-43-3000","SOC-43-3030","SOC-43-3031","Office and Administrative Support Occupations","Financial Clerks","Bookkeeping, Accounting, and Auditing Clerks","Bookkeeping, Accounting, and Auditing Clerks"
"SOC-43-0000","SOC-43-3000","SOC-43-3040","SOC-43-3041","Office and Administrative Support Occupations","Financial Clerks","Gambling Cage Workers","Gambling Cage Workers"
"SOC-43-0000","SOC-43-3000","SOC-43-3050","SOC-43-3051","Office and Administrative Support Occupations","Financial Clerks","Payroll and Timekeeping Clerks","Payroll and Timekeeping Clerks"
"SOC-43-0000","SOC-43-3000","SOC-43-3060","SOC-43-3061","Office and Administrative Support Occupations","Financial Clerks","Procurement Clerks","Procurement Clerks"
"SOC-43-0000","SOC-43-3000","SOC-43-3070","SOC-43-3071","Office and Administrative Support Occupations","Financial Clerks","Tellers","Tellers"
"SOC-43-0000","SOC-43-3000","SOC-43-3090","SOC-43-3099","Office and Administrative Support Occupations","Financial Clerks","Miscellaneous Financial Clerks","Financial Clerks, All Other"
"SOC-43-0000","SOC-43-4000","SOC-43-4010","SOC-43-4011","Office and Administrative Support Occupations","Information and Record Clerks","Brokerage Clerks","Brokerage Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4020","SOC-43-4021","Office and Administrative Support Occupations","Information and Record Clerks","Correspondence Clerks","Correspondence Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4030","SOC-43-4031","Office and Administrative Support Occupations","Information and Record Clerks","Court, Municipal, and License Clerks","Court, Municipal, and License Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4040","SOC-43-4041","Office and Administrative Support Occupations","Information and Record Clerks","Credit Authorizers, Checkers, and Clerks","Credit Authorizers, Checkers, and Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4050","SOC-43-4051","Office and Administrative Support Occupations","Information and Record Clerks","Customer Service Representatives","Customer Service Representatives"
"SOC-43-0000","SOC-43-4000","SOC-43-4060","SOC-43-4061","Office and Administrative Support Occupations","Information and Record Clerks","Eligibility Interviewers, Government Programs","Eligibility Interviewers, Government Programs"
"SOC-43-0000","SOC-43-4000","SOC-43-4070","SOC-43-4071","Office and Administrative Support Occupations","Information and Record Clerks","File Clerks","File Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4080","SOC-43-4081","Office and Administrative Support Occupations","Information and Record Clerks","Hotel, Motel, and Resort Desk Clerks","Hotel, Motel, and Resort Desk Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4110","SOC-43-4111","Office and Administrative Support Occupations","Information and Record Clerks","Interviewers, Except Eligibility and Loan","Interviewers, Except Eligibility and Loan"
"SOC-43-0000","SOC-43-4000","SOC-43-4120","SOC-43-4121","Office and Administrative Support Occupations","Information and Record Clerks","Library Assistants, Clerical","Library Assistants, Clerical"
"SOC-43-0000","SOC-43-4000","SOC-43-4130","SOC-43-4131","Office and Administrative Support Occupations","Information and Record Clerks","Loan Interviewers and Clerks","Loan Interviewers and Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4140","SOC-43-4141","Office and Administrative Support Occupations","Information and Record Clerks","New Accounts Clerks","New Accounts Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4150","SOC-43-4151","Office and Administrative Support Occupations","Information and Record Clerks","Order Clerks","Order Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4160","SOC-43-4161","Office and Administrative Support Occupations","Information and Record Clerks","Human Resources Assistants, Except Payroll and Timekeeping","Human Resources Assistants, Except Payroll and Timekeeping"
"SOC-43-0000","SOC-43-4000","SOC-43-4170","SOC-43-4171","Office and Administrative Support Occupations","Information and Record Clerks","Receptionists and Information Clerks","Receptionists and Information Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4180","SOC-43-4181","Office and Administrative Support Occupations","Information and Record Clerks","Reservation and Transportation Ticket Agents and Travel Clerks","Reservation and Transportation Ticket Agents and Travel Clerks"
"SOC-43-0000","SOC-43-4000","SOC-43-4190","SOC-43-4199","Office and Administrative Support Occupations","Information and Record Clerks","Miscellaneous Information and Record Clerks","Information and Record Clerks, All Other"
"SOC-43-0000","SOC-43-5000","SOC-43-5010","SOC-43-5011","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Cargo and Freight Agents","Cargo and Freight Agents"
"SOC-43-0000","SOC-43-5000","SOC-43-5020","SOC-43-5021","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Couriers and Messengers","Couriers and Messengers"
"SOC-43-0000","SOC-43-5000","SOC-43-5030","SOC-43-5031","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers","Public Safety Telecommunicators"
"SOC-43-0000","SOC-43-5000","SOC-43-5030","SOC-43-5032","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Dispatchers","Dispatchers, Except Police, Fire, and Ambulance"
"SOC-43-0000","SOC-43-5000","SOC-43-5040","SOC-43-5041","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Meter Readers, Utilities","Meter Readers, Utilities"
"SOC-43-0000","SOC-43-5000","SOC-43-5050","SOC-43-5051","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Clerks"
"SOC-43-0000","SOC-43-5000","SOC-43-5050","SOC-43-5052","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Mail Carriers"
"SOC-43-0000","SOC-43-5000","SOC-43-5050","SOC-43-5053","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Postal Service Workers","Postal Service Mail Sorters, Processors, and Processing Machine Operators"
"SOC-43-0000","SOC-43-5000","SOC-43-5060","SOC-43-5061","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks"
"SOC-43-0000","SOC-43-5000","SOC-43-5070","SOC-43-5071","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Shipping, Receiving, and Inventory Clerks","Shipping, Receiving, and Inventory Clerks"
"SOC-43-0000","SOC-43-5000","SOC-43-5110","SOC-43-5111","Office and Administrative Support Occupations","Material Recording, Scheduling, Dispatching, and Distributing Workers","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
"SOC-43-0000","SOC-43-6000","SOC-43-6010","SOC-43-6011","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Executive Secretaries and Executive Administrative Assistants"
"SOC-43-0000","SOC-43-6000","SOC-43-6010","SOC-43-6013","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Medical Secretaries and Administrative Assistants"
"SOC-43-0000","SOC-43-6000","SOC-43-6010","SOC-43-6014","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
"SOC-43-0000","SOC-43-6000","SOC-43-6010","SOC-43-6012","Office and Administrative Support Occupations","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","Legal Secretaries and Administrative Assistants"
"SOC-43-0000","SOC-43-9000","SOC-43-9020","SOC-43-9022","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers","Word Processors and Typists"
"SOC-43-0000","SOC-43-9000","SOC-43-9020","SOC-43-9021","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Data Entry and Information Processing Workers","Data Entry Keyers"
"SOC-43-0000","SOC-43-9000","SOC-43-9030","SOC-43-9031","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Desktop Publishers","Desktop Publishers"
"SOC-43-0000","SOC-43-9000","SOC-43-9040","SOC-43-9041","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Insurance Claims and Policy Processing Clerks","Insurance Claims and Policy Processing Clerks"
"SOC-43-0000","SOC-43-9000","SOC-43-9050","SOC-43-9051","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service"
"SOC-43-0000","SOC-43-9000","SOC-43-9060","SOC-43-9061","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Clerks, General","Office Clerks, General"
"SOC-43-0000","SOC-43-9000","SOC-43-9070","SOC-43-9071","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Office Machine Operators, Except Computer","Office Machine Operators, Except Computer"
"SOC-43-0000","SOC-43-9000","SOC-43-9080","SOC-43-9081","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Proofreaders and Copy Markers","Proofreaders and Copy Markers"
"SOC-43-0000","SOC-43-9000","SOC-43-9110","SOC-43-9111","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Statistical Assistants","Statistical Assistants"
"SOC-43-0000","SOC-43-9000","SOC-43-9190","SOC-43-9199","Office and Administrative Support Occupations","Other Office and Administrative Support Workers","Miscellaneous Office and Administrative Support Workers","Office and Administrative Support Workers, All Other"
"SOC-45-0000","SOC-45-1000","SOC-45-1010","SOC-45-1011","Farming, Fishing, and Forestry Occupations","Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers"
"SOC-45-0000","SOC-45-2000","SOC-45-2010","SOC-45-2011","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Agricultural Inspectors","Agricultural Inspectors"
"SOC-45-0000","SOC-45-2000","SOC-45-2020","SOC-45-2021","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Animal Breeders","Animal Breeders"
"SOC-45-0000","SOC-45-2000","SOC-45-2040","SOC-45-2041","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products"
"SOC-45-0000","SOC-45-2000","SOC-45-2090","SOC-45-2099","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Agricultural Workers, All Other"
"SOC-45-0000","SOC-45-2000","SOC-45-2090","SOC-45-2093","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Farmworkers, Farm, Ranch, and Aquacultural Animals"
"SOC-45-0000","SOC-45-2000","SOC-45-2090","SOC-45-2092","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
"SOC-45-0000","SOC-45-2000","SOC-45-2090","SOC-45-2091","Farming, Fishing, and Forestry Occupations","Agricultural Workers","Miscellaneous Agricultural Workers","Agricultural Equipment Operators"
"SOC-45-0000","SOC-45-3000","SOC-45-3030","SOC-45-3031","Farming, Fishing, and Forestry Occupations","Fishing and Hunting Workers","Fishing and Hunting Workers","Fishing and Hunting Workers"
"SOC-45-0000","SOC-45-4000","SOC-45-4010","SOC-45-4011","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Forest and Conservation Workers","Forest and Conservation Workers"
"SOC-45-0000","SOC-45-4000","SOC-45-4020","SOC-45-4023","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Log Graders and Scalers"
"SOC-45-0000","SOC-45-4000","SOC-45-4020","SOC-45-4021","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Fallers"
"SOC-45-0000","SOC-45-4000","SOC-45-4020","SOC-45-4022","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Logging Equipment Operators"
"SOC-45-0000","SOC-45-4000","SOC-45-4020","SOC-45-4029","Farming, Fishing, and Forestry Occupations","Forest, Conservation, and Logging Workers","Logging Workers","Logging Workers, All Other"
"SOC-47-0000","SOC-47-1000","SOC-47-1010","SOC-47-1011","Construction and Extraction Occupations","Supervisors of Construction and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers"
"SOC-47-0000","SOC-47-2000","SOC-47-2010","SOC-47-2011","Construction and Extraction Occupations","Construction Trades Workers","Boilermakers","Boilermakers"
"SOC-47-0000","SOC-47-2000","SOC-47-2020","SOC-47-2022","Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons","Stonemasons"
"SOC-47-0000","SOC-47-2000","SOC-47-2020","SOC-47-2021","Construction and Extraction Occupations","Construction Trades Workers","Brickmasons, Blockmasons, and Stonemasons","Brickmasons and Blockmasons"
"SOC-47-0000","SOC-47-2000","SOC-47-2030","SOC-47-2031","Construction and Extraction Occupations","Construction Trades Workers","Carpenters","Carpenters"
"SOC-47-0000","SOC-47-2000","SOC-47-2040","SOC-47-2044","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Tile and Stone Setters"
"SOC-47-0000","SOC-47-2000","SOC-47-2040","SOC-47-2041","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Carpet Installers"
"SOC-47-0000","SOC-47-2000","SOC-47-2040","SOC-47-2043","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Floor Sanders and Finishers"
"SOC-47-0000","SOC-47-2000","SOC-47-2040","SOC-47-2042","Construction and Extraction Occupations","Construction Trades Workers","Carpet, Floor, and Tile Installers and Finishers","Floor Layers, Except Carpet, Wood, and Hard Tiles"
"SOC-47-0000","SOC-47-2000","SOC-47-2050","SOC-47-2053","Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers","Terrazzo Workers and Finishers"
"SOC-47-0000","SOC-47-2000","SOC-47-2050","SOC-47-2051","Construction and Extraction Occupations","Construction Trades Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers","Cement Masons and Concrete Finishers"
